ID,Unnamed: 0,ID_ESCOLA,NOTA_IDEB,NO_ENTIDADE,NO_UF,SG_UF,NO_REGIAO,NO_MUNICIPIO,NO_BAIRRO,CO_CEP,DS_ENDERECO,NU_ENDERECO,latitude,longitude
776,776,33058199,3.6,CIEP 167 JARDIM PARAISO,Rio de Janeiro,RJ,Sudeste,Nova Iguaçu,JARDIM GUANDU,26023140,RUA INGA,00,-22.82797,-43.60909
777,777,33058202,4.0,CIEP 200 PROFESSOR TERLI FIORAVANTE DA ROCHA,Rio de Janeiro,RJ,Sudeste,Nova Iguaçu,BOA ESPERANCA,26070030,RUA CORONEL FAWCETT,81,-22.71776,-43.43396
778,778,33058210,3.3,CIEP 216 PREFEITO JUAREZ ANTUNES,Rio de Janeiro,RJ,Sudeste,Nova Iguaçu,CORUMBA,26051580,RUA EULALIA DINIZ,0,-22.69754,-43.4764
779,779,33058237,3.2,CIEP 324 MAHATMA GANDHI,Rio de Janeiro,RJ,Sudeste,Nova Iguaçu,IPIRANGA,26293423,RUA FLAVIA,0,-22.78539,-43.57246
780,780,33058261,3.0,CIEP 356 AUGUSTO RUSCHI,Rio de Janeiro,RJ,Sudeste,Nova Iguaçu,JARDIM PARAISO,26297357,RUA SAFIRA,0,-22.82288,-43.59423
781,781,33058296,3.9,CIEP 387 HANS CRISTIAN ANDERSEN,Rio de Janeiro,RJ,Sudeste,Nova Iguaçu,PARQUE DAS PALMEIRAS,26013410,RUA 06,307,-22.74388,-43.44382
782,782,33058334,3.1,CIEP 166 ABILIO AUGUSTO TAVORA,Rio de Janeiro,RJ,Sudeste,Nova Iguaçu,PALHADA,26290078,RUA JULIA MARTINS,0,-22.76574,-43.52208
783,783,33058377,5.4,CIEP 117 CARLOS DRUMMOND DE ANDRADE BRASIL ESTADOS UNIDOS,Rio de Janeiro,RJ,Sudeste,Nova Iguaçu,COMENDADOR SOARES,26280376,RUA TOMAZ FONSECA,650,-22.73863,-43.48445
784,784,33058415,3.4,CIEP 188 MARIANO FLOR CAVALCANTE,Rio de Janeiro,RJ,Sudeste,Nova Iguaçu,LAGOINHA,26298009,RUA SIBIPIRUNA,0,-22.81272,-43.61411
785,785,33058440,4.3,CIEP 113 PROFESSOR WALDICK PEREIRA,Rio de Janeiro,RJ,Sudeste,Nova Iguaçu,OURO FINO,26265040,ESTRADA DAS CAMBUCAS,600,-22.75795,-43.48914
786,786,33058601,4.3,CE CALIFORNIA,Rio de Janeiro,RJ,Sudeste,Nova Iguaçu,CALIFORNIA,26220350,RUA RAINHA ELIZABETH,68,-22.75664,-43.43978
787,787,33058610,4.1,CE DOM WALMOR,Rio de Janeiro,RJ,Sudeste,Nova Iguaçu,PARQUE FLORA,26031000,AVENIDA HENRIQUE DUQUE ESTR MEYER,2495,-22.71811,-43.45782
788,788,33058652,4.4,CE FRANCISCO ASSUMPCAO,Rio de Janeiro,RJ,Sudeste,Nova Iguaçu,PONTO CHIC,26030520,RUA JOAO FERREIRA PINTO,00,-22.73319,-43.46427
789,789,33058679,3.6,CE JARDIM ALVORADA,Rio de Janeiro,RJ,Sudeste,Nova Iguaçu,JARDIM ALVORADA,26261070,RUA DIVA DE MELO,160,-22.75833,-43.48578
790,790,33059152,4.7,CE ALFREDO NEVES,Rio de Janeiro,RJ,Sudeste,Nova Iguaçu,CARMARI,26022280,RUA CRUZ E SOUZA,100,-22.72882,-43.45222
791,791,33059225,3.6,CE CAPITAO JOAQUIM QUARESMA DE OLIVEIRA,Rio de Janeiro,RJ,Sudeste,Nova Iguaçu,CRUZEIRO DO SUL,26012840,RUA PROFESSORF EDUARDO VIANA,550,-22.75849,-43.5482
792,792,33059241,4.2,CE DOUTOR MARIO GUIMARAES,Rio de Janeiro,RJ,Sudeste,Nova Iguaçu,MARIA JOSE,26260340,RUA JOAO BATISTA RODRIGUES,00,-22.7587,-43.47866
793,793,33059284,4.7,CE LEOPOLDO MACHADO,Rio de Janeiro,RJ,Sudeste,Nova Iguaçu,K 11,26250610,RUA PADRE DINART DUARTE PASSOS,00,-22.76617,-43.43871
794,794,33059381,3.7,CE PROFESSOR AMAZOR VIEIRA BORGES,Rio de Janeiro,RJ,Sudeste,Nova Iguaçu,AUSTIN,26010003,RUA MARIA DA GLORIA,0,-22.71865,-43.51989
795,795,33059403,4.6,CE PROFESSORA VENINA CORREA TORRES,Rio de Janeiro,RJ,Sudeste,Nova Iguaçu,JARDIM SANTA EUGENIA,26250160,RUA ELIAS MITRE,21,-22.75174,-43.46965
796,796,33059446,4.1,CE SAO JORGE,Rio de Janeiro,RJ,Sudeste,Nova Iguaçu,VILA OPERARIA,26012370,RUA XV DE NOVEMBRO,100,-22.7395,-43.43865
797,797,33059462,4.0,CE VEREADOR PERCY BATISTA CRISPIN,Rio de Janeiro,RJ,Sudeste,Nova Iguaçu,RANCHO NOVO,26013150,RUA GUARANI,60,-22.74655,-43.44018
798,798,33060177,4.5,CIEP 358 ALBERTO PASQUALINI,Rio de Janeiro,RJ,Sudeste,Nova Iguaçu,DA LUZ,26263160,RUA GERSON CHERNICHARO,00,-22.75307,-43.47511
799,799,33060797,3.0,CE AMBAI,Rio de Janeiro,RJ,Sudeste,Nova Iguaçu,AMBAI,26060070,RUA JUVENTUDE,00,-22.7037,-43.44498
800,800,33060819,3.2,CE DOS LIRIOS,Rio de Janeiro,RJ,Sudeste,Nova Iguaçu,TINGUA,26063620,RUA DOS INDIOS,77,-22.59317,-43.42188
801,801,33060827,4.5,CE FIGUEIRA,Rio de Janeiro,RJ,Sudeste,Nova Iguaçu,FIGUEIRAS,26052030,RUA SERGIO FIGUEIREDO,281,-22.69185,-43.43413
802,802,33060843,3.7,CE MARIA EMILIA AMARAL FONTOURA,Rio de Janeiro,RJ,Sudeste,Nova Iguaçu,SANTA RITA,26050640,RUA FRANCISCO BARONI,490,-22.69103,-43.46351
803,803,33061769,3.5,CE SAO FRANCISCO DE PAULA,Rio de Janeiro,RJ,Sudeste,Nova Iguaçu,PARQUE SAO FRANCISCO,26298665,TRAVESSA SANTANA,71,-22.73521,-43.48695
804,804,33100322,4.3,CIEP 168 HILDA SILVEIRA RODRIGUES,Rio de Janeiro,RJ,Sudeste,Nova Iguaçu,JARDIM LARANJEIRAS,26291230,AVENIDA SANTA CRUZ,00,-22.75735,-43.50109
805,805,33117764,3.0,CE PROFESSORA MARIA HELENA AMARAL ALARCAO,Rio de Janeiro,RJ,Sudeste,Nova Iguaçu,GERARD DANON,26042250,RUA PAULO ROBERTO TOBIAS,16,-22.7105,-43.47361
